term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
understand,-0.0021189714,-0.17827094,-0.010112875,-0.122843035,0.2730008,-0.14004716,0.0070182174,0.4520683,0.09796283,0.17893986,-0.27002195,-0.23507158,-0.19563794,0.22192396,0.037188906,-0.21452391,-0.19080585,0.13033387,0.057330325,-0.1767749,0.09997488,-0.26921025,-0.09636188,0.030400207,-0.07483075,-0.16456267,-0.04044886,-0.12696248,-0.15303902,-0.07159435,0.46038693,0.035146326,0.25841522,0.08756893,0.03882805,0.11336138,0.2205489,0.010171931,0.008571463,-0.27567744,0.0048387228,-0.07972835,-0.060958426,0.18919681,0.2783878,-0.005521516,0.22950211,-0.292531,0.09479075,0.1004244,0.09805385,-0.07059692,0.13248298,-0.03397239,0.28274772,0.066831835,-0.053943884,-0.15079072,-0.217016,-0.04906216,-0.09453211,-0.009208055,0.07117431,-0.09779673,-0.3123183,-0.07296199,0.13978215,0.31258208,-0.23316704,0.44931147,0.08168714,0.020940375,0.30465508,0.1434829,0.16301242,0.07407321,0.18458238,-0.17190099,-0.44028354,-0.026946915,-0.32922867,-0.21710102,-0.34952468,0.370323,-0.2095332,0.119834244,0.25869852,0.16397497,0.08468741,0.1081342,0.076202236,0.14398147,0.3446542,0.29947847,0.3195621,0.16113174,-0.050043397,0.081034616,0.047844887,-0.033554073,-0.37299427,0.29039577,0.055907335,-0.3035992,-0.3078027,-0.2597836,-0.10188517,0.06460676,-0.017761461,-0.1611684,-0.1441843,-0.31273046,-0.105511405,-0.12964013,-0.008270721,-0.06265158,0.14450705,-0.2606109,0.19548982,-0.043046433,0.07620091,0.16493368,0.012012043,0.0060854875,-0.032925483,0.018565077,-0.08463908,-0.046674684,0.1491283,-0.20680882,-0.02233412,-0.0007870335,0.0027870524,0.10763222,0.05255135,0.16544394,-0.12535636,-0.03125866,-0.09732785,-0.257696,0.11684134,-0.25168946,0.064503156,-0.15241563,-0.11961501,-0.15883122,-0.15405338,0.1304675,-0.02922231,0.082992874,-0.0037845958,0.026019555,0.05455847,0.16456324,0.02037464,0.003942006,-0.22329557,-0.1806404,-0.22721843,0.004616429,0.0005709309,0.029238254,0.06146712,-0.06326505,0.044870056,-0.05933005,-0.042552132,-0.120535515,0.057751328,-0.12347115,0.022486374,0.057099354,-0.052877497,-0.16815057,0.008134702,-0.013879347,-0.027961206,0.12546918,0.15328266,0.11799011,0.13348995,-0.04891115,-0.027232954,0.049158096,0.047185585,0.02867977,-0.0032509721,0.1431188,0.026558,0.09510377,-0.090291,-0.06939056,-0.10837287,-0.17403784,0.090880916,0.028463352,0.0032137109,-0.054296836,0.022796616,0.002170571
behind,0.116224214,0.100035734,0.016328732,0.013985192,-0.0033875299,-0.030309705,0.07952663,0.03892188,0.0016973369,0.0353867,-0.02052449,0.02702009,-0.121902764,0.08211019,-0.043048445,-0.030425768,0.21316954,0.073300436,-0.013140041,-0.27541098,0.17737493,0.031511128,0.12407781,0.24191236,0.14006059,0.059148986,-0.0073332554,-0.003578452,0.024818562,0.008672292,-0.08296591,0.0024717213,0.05535931,-0.18919134,-0.015540512,-0.14969704,0.05237875,-0.10005122,0.010550628,-0.09188925,-0.047775332,-0.12468661,0.036564175,0.0038675359,0.059687573,0.047129832,-0.29499725,-0.10709475,0.009729932,0.1492012,-0.058112472,-0.07253585,-0.22963725,-0.0785289,0.029611012,-0.1595235,-0.030479534,-0.36126834,-0.14764214,-0.13924345,-0.15494943,0.013128073,0.062398948,0.018555343,-0.14311734,0.21604913,-0.04717479,0.18147035,-0.05261587,-0.033135094,-0.0007587227,0.05273458,0.14661875,-0.04766343,0.06905681,-0.0482705,0.264977,0.07982055,-0.1539526,-0.08670422,-0.1707513,-0.0597252,0.06140892,0.08062627,-0.13350262,-0.023785343,0.08475903,-0.021290625,-0.03863321,0.057203643,0.040530063,-0.035816662,0.05856413,0.01683593,0.10377887,0.08448596,0.08724604,-0.07384073,0.028447574,0.07720049,-0.03212767,0.12846202,0.112053104,0.06618851,-0.1273788,-0.26855454,0.13201335,0.104841486,-0.12192801,-0.18687561,0.0102234,0.052845575,-0.055231825,-0.13535026,0.12641895,-0.060008887,0.17007326,-0.2536902,-0.1541102,-0.37638927,0.020317174,0.15403025,0.17599237,-0.22469397,-0.13083924,0.41958427,-0.014332988,-0.04820599,-0.12565246,0.24294053,-0.059848845,0.07279058,-0.022236692,-0.10883609,-0.12797618,0.32634148,0.02891493,-0.25285667,-0.09967408,-0.15371689,0.324024,-0.33502996,0.082759276,0.06369778,0.29548174,0.18271,-0.111798264,-0.1457276,0.070671715,-0.06993665,-0.12431259,0.13303682,0.0086176125,0.18360952,-0.37956628,0.25102034,0.26802722,0.22790809,0.2345678,0.07670006,0.39127266,-0.016834553,-0.15737543,0.09087634,0.121808656,0.117937416,0.115150966,-0.0057333503,-0.009154681,0.11087122,-0.08503154,0.11942175,0.0656396,0.16789459,0.026096134,0.30825126,-0.11843125,-0.0017301576,0.023236273,-0.03434208,-0.1279112,0.06711447,0.019733602,0.041499626,-0.0011726846,0.0612794,0.11090861,0.010973584,0.233727,0.054752126,0.20647776,0.045093264,-0.08567955,-0.004021796,-0.020071153,0.07141908,0.07671344,-0.087470084,0.038004562,-0.049946293
further,0.02460632,-0.078579135,0.03037349,-0.04963097,0.16118744,-0.14472614,-0.009056936,0.15459949,-0.0034099312,0.13404255,-0.0967089,-0.04163577,-0.120478906,0.16665898,0.0092786625,-0.09089957,-0.049694233,-0.0043923664,0.08560647,-0.18605833,0.0369279,-0.12159028,-0.030853262,0.015148324,0.007692038,-0.03811471,0.0019345836,0.0053235358,-0.091783985,-0.043213934,0.16424161,0.0316385,0.081051946,-0.018371135,0.027337143,0.05364139,0.10933327,0.004443019,-0.053195547,-0.08730709,-0.13298836,-0.06612901,0.009469129,0.090233535,0.22122888,0.07051699,-0.06330351,-0.18426022,0.015695987,0.123009525,-0.008065028,-0.06349502,-0.10110542,0.01754173,0.13054587,-0.013846896,-0.031236349,-0.15800132,-0.19022194,-0.067446575,-0.13077666,0.032995887,-0.010955352,0.020663178,-0.20841809,0.05873717,0.04284187,0.23233795,-0.082659416,0.2406599,0.040948,0.1323471,0.18713239,0.09885735,0.18524295,0.02364647,0.18641849,-0.12075838,-0.21454325,-0.05236083,-0.14492685,-0.056704745,-0.17878908,0.14093369,-0.13549204,0.07435556,0.11888486,0.21762834,-0.0077437647,0.055339195,-0.010476417,0.14839518,0.19104648,0.18014036,0.21300517,0.22914296,0.010869377,-0.03937407,0.019091219,0.06466507,-0.15367423,0.21620369,0.09821135,-0.11372941,-0.19158708,-0.23150143,0.03383879,0.113759145,-0.020153958,-0.119402885,0.024416527,-0.15244956,0.0708411,-0.078200206,0.00090225175,-0.13110715,0.01374559,-0.22709014,-0.023293762,-0.19033565,0.056815084,0.107991405,-0.011994133,-0.11416105,-0.09845936,0.1571854,0.04714709,-0.046572763,0.03298183,-0.05237034,-0.0063914666,0.050414316,-0.026967784,0.013993226,-0.069534704,0.1719418,-0.009754296,-0.14072421,-0.087836266,-0.19150479,0.20459017,-0.1325252,-0.021633795,-0.004514195,0.078046456,-0.07241493,-0.07758083,-0.023585867,0.017732052,-0.00711362,0.0027501993,-0.027689803,0.06082707,0.12017264,-0.22235657,0.10612391,0.031421598,0.0941983,-0.050169054,0.031271167,0.1896834,0.033353604,0.027692584,-0.07176904,0.07312371,0.03331586,0.039744485,0.019668007,-0.030231507,0.008474726,-0.013937082,0.04535868,-0.010902755,-0.018298926,0.103060745,0.17923093,-0.09456105,0.11771208,-0.024036339,0.06892204,-0.046933163,0.018059809,0.01314062,-0.036899652,0.09592163,0.04773153,0.026898956,0.093320176,0.15469791,-0.020423438,0.12563442,0.03408774,-0.061521247,-0.06604874,-0.035114497,0.06424342,0.0922154,-0.012827875,0.03936512,-0.017686538
given,-0.016488241,-0.051888667,-0.12027902,-0.2404915,0.14369534,-0.07626685,-0.011999862,0.23149396,0.14139606,0.27463958,-0.21203683,-0.005268476,-0.04570813,0.20368077,-0.20679007,-0.24722543,0.28578237,0.14338349,0.36871377,-0.06767522,0.28448308,-0.22108312,-0.16646974,0.021779753,-0.021933073,-0.057405308,-0.061239142,-0.052287072,-0.16713661,-0.149379,0.44188607,0.13152708,0.031602383,-0.07413771,-0.016178966,0.049073953,-0.12688781,-0.005297387,-0.0031041147,-0.13516058,-0.08612628,-0.27986568,-0.02544865,0.17958696,0.058018357,0.17922516,-0.12873575,-0.24086854,-0.20586619,0.3491184,0.010148428,-0.029829161,-0.07142791,-0.10619868,0.00052585115,0.010802682,-0.18443432,-0.39004758,-0.29837942,-0.25006256,-0.047041412,-0.101686664,0.015978875,0.12713496,-0.262145,0.11685192,0.06770474,0.12282401,0.026947342,0.1302141,0.15131415,0.13411911,0.22702605,-0.031290323,0.07200578,0.01343038,0.03547738,0.11816236,-0.12826669,-0.0573909,-0.36494046,0.010070815,-0.31435466,0.15534732,-0.1859644,-0.08568765,0.2568377,0.09871089,0.080637045,0.040170357,0.013049052,0.020815983,0.06935348,-0.025515752,0.06467182,0.16006416,0.06276161,-0.06051146,-0.012784992,0.09166017,-0.16225821,-0.023780923,0.16837655,-0.071372785,-0.24128392,-0.19925372,0.024315404,0.080849834,-0.14695738,-0.109134346,-0.0005382178,-0.15396139,-0.071979165,-0.030834636,-0.057456024,0.054027416,-0.0030687784,-0.14484102,-0.059033424,-0.13301086,0.13789694,0.16293536,0.04522109,-0.042509377,-0.12127225,0.2505943,0.14480755,-0.21937777,-0.0005556777,0.021245517,-0.21714059,0.14139874,-0.03835033,0.110077016,-0.029097484,0.2353119,0.0005189076,0.037957232,0.08294581,-0.099345,0.19333151,-0.042996217,-0.06258415,-0.04659448,0.25495386,-0.02801246,-0.2902457,0.059384543,0.021045022,-0.06722781,0.009513748,0.14483973,0.10776698,-0.02011191,-0.2278787,0.12042048,0.1452717,0.071629085,-0.03509681,0.043695565,0.1919037,-0.041450683,0.05428799,-0.10704494,-0.11364936,-0.10179894,0.15717399,0.0009801202,-0.025453677,-0.10905754,-0.08950168,0.0019982716,-0.0054313135,-0.049844492,0.08801469,0.36298788,-0.029496225,0.043464698,-0.21657625,0.074542746,0.09721969,0.008910648,0.08300596,-0.046485323,-0.1733151,0.01734724,-0.09940403,0.13437967,0.052196305,0.018172659,0.115925774,0.07820336,0.07971249,0.09466565,0.0032960714,0.17811051,-0.06205206,-0.06926565,0.15571342,-0.011510067
truth,0.058577295,-0.12185995,0.0007504803,-0.06786847,0.16836458,-0.090613715,0.009823737,0.3039613,0.007892712,0.16594371,-0.16336837,-0.16340688,-0.113100514,0.26858953,-0.02308757,-0.13455434,0.006002681,0.138948,0.08214517,-0.26889527,0.09219387,-0.17711431,-0.04947371,0.062640235,-0.0065319403,-0.08949598,0.059797514,-0.06436989,-0.091423824,-0.121982165,0.30574256,0.10828495,0.14779617,0.07866525,-0.02598064,0.10160206,0.17713417,-0.06260588,-0.061571945,-0.22673325,-0.03458834,-0.11581497,-0.016717263,0.18596931,0.21432868,0.13382666,0.10779542,-0.22186589,0.043293238,0.13687766,0.04597646,-0.011016467,0.017726185,-0.052355506,0.11721121,-0.02198419,-0.0662702,-0.21723972,-0.2461499,-0.04310099,-0.10223258,-0.007417797,0.017966997,-0.000503745,-0.31759554,0.031263754,-0.05812878,0.24857125,-0.17363583,0.31231236,0.043740716,0.07749422,0.16335735,0.08630292,0.17285486,0.107266806,0.16866392,-0.102703005,-0.19353674,-0.007686913,-0.12678029,-0.1207598,-0.18122105,0.16307387,-0.09894469,0.11191835,0.18342333,0.15045127,0.066238746,0.074459985,-0.003425308,0.11537132,0.09949397,0.19826676,0.16260286,0.19743188,0.02970756,-0.044581007,0.012730792,0.04842138,-0.1512213,0.19695091,0.07492908,-0.10894707,-0.1708312,-0.1540517,0.0036465146,0.09479708,-0.007066192,-0.031073622,-0.07361219,-0.15992999,-0.031781718,-0.08605094,-0.062530495,-0.08222372,0.096756324,-0.1831666,0.0036545724,-0.11569505,0.1051468,0.13909738,0.013998002,-0.07820677,-0.046627875,0.16759662,-0.095004566,-0.07775629,0.053415503,-0.050401583,0.019991115,0.044215523,-0.029736977,0.012024531,-0.036478017,0.13251802,-0.011325801,-0.022695502,-0.059157807,-0.12722911,0.12445263,-0.08117553,0.0028394642,0.011778058,0.0021094726,-0.0574166,-0.055099472,-0.009642946,0.02612085,0.02440145,0.0020329386,-0.030584445,0.12781255,0.123251684,-0.0987905,0.15251948,-0.008035542,0.0834075,-0.06493403,0.0702522,0.12978747,0.054994885,0.0226461,-0.037302595,0.05017994,0.021077612,0.042498894,0.013900668,0.029808693,-0.0044127456,-0.035566613,0.048126813,0.021510737,-0.028082367,0.045509852,0.14356935,-0.06430256,0.13460949,-0.010120692,0.03398313,-0.012436328,0.00743386,0.058951464,-0.051315263,-0.0028288197,0.046292823,0.023234334,0.14798549,0.11195676,-0.035017226,0.0018235497,-0.012794976,-0.050394237,-0.08383156,0.003323325,0.030914266,0.021824047,0.046908062,-0.053455934,0.06358009
mrs,0.205556,-0.15764494,-0.07107968,-0.04784748,0.08932354,-0.13050392,-0.26716444,0.37881723,-0.0075368616,0.22867122,-0.10939307,0.007989488,0.040901892,0.32787228,-0.017317848,-0.1917301,0.23789261,0.17201154,0.14527264,-0.2586971,0.19708826,-0.089122415,0.021771315,0.09989032,0.1397591,-0.20006195,-0.025929563,-0.0011686911,-0.02154998,-0.15219997,0.041860756,0.039705925,-0.050406713,-0.026472518,0.031991187,-0.047752276,-0.10005624,0.053482115,-0.04923714,-0.034571998,-0.10998667,-0.042157248,0.117596276,0.15550353,0.0030895874,0.1576446,-0.15631118,-0.058093034,0.06669043,0.3362056,-0.09475582,-0.03451345,-0.26431894,-0.13731466,0.06329417,0.0049047284,-0.07622885,-0.22826436,-0.088825844,-0.1302351,0.0037908324,0.013858223,-0.052852113,0.07643416,-0.29103878,0.32329625,-0.12004363,0.2819917,-0.07778184,0.17482509,0.3759599,0.14724547,0.3222161,-0.025900686,0.17296308,0.08618627,0.14662953,0.04171652,-0.2050998,0.19766246,-0.12961103,0.059378814,-0.010956098,0.028472193,0.03340123,0.051021352,0.009169262,0.08444713,0.12630686,0.037492875,0.00016965532,0.09966507,0.023803411,0.03105553,-0.050996684,0.19076641,0.07897282,-0.07566687,-0.0044961525,0.18473981,0.040969815,0.2036287,0.11681552,0.07069461,-0.23803149,-0.24180362,0.124951765,0.13346222,-0.0017282019,-0.12840028,0.0690695,-0.03845219,0.08806766,-0.09644924,-0.00914943,0.039356925,0.061865475,0.023127373,-0.007986639,-0.014025005,0.11993352,0.068842575,0.1410413,-0.039119165,0.03250259,0.08981638,-0.18905042,-0.07278683,-0.23889469,0.19931246,0.061930012,0.017295817,0.06872787,-0.12539653,0.014621061,0.10795539,-0.19336034,-0.265455,-0.18836316,-0.30175847,0.09947876,-0.101062134,-0.06645693,0.22508606,-0.016205166,0.065281115,-0.080379084,-0.18980476,0.017585237,0.10828364,-0.04267182,-0.13054751,-0.055546068,-0.03675059,-0.035760496,0.28011966,0.32886648,0.24296147,0.14619963,0.10489819,0.09171079,0.012416264,-0.07223188,0.051382154,-0.14651006,0.037835345,0.08043485,-0.05419871,0.0029333436,0.15712184,-0.21526842,0.19764341,0.15113825,0.07039703,-0.0703444,0.16034889,-0.0900678,0.054422587,0.0046114363,0.025531003,-0.29697448,0.1901342,0.19321676,0.06180751,0.109042116,0.09609775,-0.05195857,0.20519558,0.4326408,-0.050080437,0.23259813,-0.00426826,-0.116782576,-0.078641534,-0.0768345,0.16310257,0.2728543,-0.10329879,-0.15458788,-0.052071977
used,-0.042996712,-0.034569003,-0.05065527,-0.10757431,0.17311935,-0.10776202,-0.030445099,0.2124318,0.11180028,0.11430884,-0.099872395,-0.07249278,-0.024721604,0.10739338,-0.00955563,-0.16475439,-0.038755473,0.041041877,0.17335302,-0.06748832,0.07231311,-0.17015362,-0.100531414,0.019994164,-0.05352595,-0.03954984,-0.06783616,0.001682816,-0.14092818,-0.0321762,0.28883496,-0.078509346,0.106239185,-0.071328744,0.014073563,0.051094417,0.07567398,0.035166483,0.03464502,-0.10713168,-0.07466297,-0.12888186,-0.08204922,0.107734166,0.15817954,-0.0073296367,-0.0042147283,-0.099523254,-0.028138835,0.10801682,0.07088231,-0.060579866,0.004505838,0.0031976325,0.05264751,0.09346435,-0.10075908,-0.11993025,-0.21257809,-0.056148507,-0.087307304,0.03684654,-0.009126476,0.021592531,-0.1199235,0.037507374,0.11702663,0.16949508,0.04211693,0.17171246,0.12813704,0.074446216,0.18358366,-0.03269573,0.055201642,0.045758273,0.053484887,-0.061408304,-0.16277082,-0.057207994,-0.29021522,-0.066632494,-0.33427358,0.2099481,-0.1347279,0.038174365,0.14574452,0.21218476,0.089776255,0.08626779,0.05495337,0.18127482,0.34585813,0.22329892,0.2766079,0.18998736,-0.0063520446,0.009611422,0.023035187,-0.003985644,-0.18515666,0.19967182,0.14617541,-0.13663456,-0.23464479,-0.16974592,0.10591044,0.035232708,-0.09029554,-0.11318307,-0.044722445,-0.19620179,0.035446804,-0.09289132,0.018219294,-0.06267143,0.056318246,-0.24294782,-0.0043439036,-0.15659094,0.00080128154,0.11819821,-0.04335093,-0.058621265,-0.09004619,0.08731265,0.13828492,-0.11142076,0.03241403,-0.06869564,-0.06052543,0.05796365,-0.00017944623,-0.04639957,-0.044879746,0.10961474,-0.08202107,-0.026850045,-0.005614113,-0.14259887,0.19715765,-0.13045315,-0.00015614089,-0.10273084,0.076412156,-0.066584356,-0.14142945,0.0964524,-0.074285954,0.021305943,0.049095493,0.034781024,0.051136058,0.09382545,-0.21056059,0.07491844,-0.12377156,-0.0029225647,-0.16290046,0.021790814,0.124413714,0.030941617,-0.03745942,-0.04625525,-0.014928002,0.002388173,0.13954912,-0.010026344,-0.0910054,-0.030527633,0.025848303,0.062392626,-0.006254943,-0.060608782,0.11745535,0.13550311,-0.056183614,0.15536338,0.006017445,0.1047832,0.03489099,0.050267152,0.014073319,0.011588671,-0.021058455,0.068818696,0.04112367,0.15279916,0.11615021,0.035074744,0.1908173,-0.03459854,-0.0715443,-0.116591066,-0.07872774,0.083399005,0.06567593,-0.116030015,0.14136265,0.0043036155
around,0.10160193,0.039995518,0.0057662786,0.021580782,0.014936632,-0.026320606,0.049024493,0.028825376,0.029639136,0.08120489,-0.01665333,-0.009551008,-0.09260479,0.08189052,-0.04616434,-0.024537819,0.20458604,0.05461105,0.02170202,-0.21379697,0.13956584,0.016651487,0.071290605,0.20273215,0.10352906,0.05644394,0.0009602166,-0.008648994,0.0029208572,-0.050875615,-0.034665897,0.053269833,0.056336697,-0.154506,-0.035089705,-0.0908193,0.040044308,-0.09477704,0.006873076,-0.06279356,-0.04398398,-0.13210844,0.04409269,-0.009934494,0.06401831,0.046887368,-0.21619064,-0.113221854,-0.030433198,0.17320704,-0.04527553,-0.0619435,-0.18765123,-0.058979966,0.046698198,-0.14915828,-0.025712086,-0.33928582,-0.13586327,-0.1604028,-0.14234702,-0.021894848,0.069896154,0.018403593,-0.14782672,0.16110335,-0.04773266,0.14355965,-0.05813933,-0.016232325,-0.036327098,0.042510085,0.13055605,-0.0027564683,0.072486095,-0.027162097,0.21853733,0.05563381,-0.123393916,-0.08832161,-0.15569672,-0.07374824,-0.023743935,0.08479962,-0.12039965,-0.019154925,0.13162404,0.021768745,-0.0073526176,0.08660327,-0.009007959,-0.03339603,0.07119627,0.052185483,0.107377924,0.11555524,0.08637029,-0.04312265,0.01627996,0.046182267,-0.06366949,0.10043511,0.11292363,0.06466533,-0.15493795,-0.27283847,0.063405186,0.12488149,-0.109944165,-0.17607903,0.007970474,0.032345723,-0.021622224,-0.11377926,0.08746512,-0.066499226,0.15027526,-0.2592445,-0.1351185,-0.34329087,0.0349365,0.14220513,0.16619356,-0.23276964,-0.11109688,0.41121975,-0.04589714,-0.056072943,-0.09662917,0.19547501,-0.10792189,0.101453334,0.0040940084,-0.08590717,-0.1258006,0.3204417,0.011573241,-0.23929653,-0.1271356,-0.14702307,0.3225375,-0.27418193,0.05377869,0.0614985,0.30023324,0.107905425,-0.13858841,-0.15744741,0.07276585,-0.07557321,-0.07307227,0.13486664,0.032003213,0.15871543,-0.36920476,0.24840046,0.24728817,0.21314712,0.2049846,0.062350567,0.39543954,0.003214389,-0.13571505,0.085718006,0.09382973,0.13425851,0.12359792,0.015410509,-0.017273402,0.08967366,-0.073000856,0.1005967,0.060641624,0.1424726,0.050424993,0.31332314,-0.11441582,0.004284555,-0.001344271,0.012895979,-0.10465237,0.061881386,0.04309248,0.030508395,-0.01271311,0.0739051,0.13526507,0.045267392,0.24970965,0.03114177,0.1888489,0.03063146,-0.084791034,-0.008350536,-0.017771877,0.095382094,0.05611153,-0.05594318,0.03463042,-0.020816807
jekyll,0.1628258,-0.1725134,-0.06276092,-0.08635626,0.093094304,-0.10490281,-0.22696698,0.33303013,-0.008331108,0.18867047,-0.09545055,-0.0056095743,-0.0028870443,0.27821437,-0.02321103,-0.22916397,0.17438819,0.1357866,0.10965696,-0.20331866,0.12028661,-0.08350814,-0.02399992,0.10958834,0.13125649,-0.17924112,0.014522359,-0.009502124,-0.014120695,-0.122652836,0.0919444,0.040659796,-0.016946707,0.014140394,0.012191177,-0.03937084,-0.07364435,0.0036472871,-0.0350951,-0.07966965,-0.059051067,-0.045740645,0.12156883,0.1498834,0.027241535,0.10279485,-0.06986859,-0.060515814,0.054006275,0.27065682,-0.042843286,-0.04439233,-0.15949406,-0.11823975,0.074981324,0.015614172,-0.08387827,-0.1701446,-0.123972364,-0.055568475,-0.032947246,-0.03386918,-0.024351232,0.086562045,-0.27973947,0.22073592,-0.12027404,0.25832555,-0.08396313,0.13694629,0.2855202,0.09665978,0.29472163,0.007743651,0.13810998,0.087398134,0.121129714,0.038290255,-0.17712672,0.17446963,-0.09846791,0.0457747,-0.063102044,0.01197641,0.032072127,-0.00024156107,0.011430759,0.07399467,0.12198898,0.04895305,-0.0056621647,0.046326097,0.01234028,0.038198497,-0.051102813,0.17006917,0.06490379,-0.0491465,-0.0016781313,0.15400222,0.018291153,0.15181749,0.096781336,0.033145145,-0.17846125,-0.173329,0.05154019,0.07800059,-0.011667304,-0.074718006,0.003152717,-0.009861025,0.008040707,-0.075745665,-0.00845553,0.05723986,0.038707186,0.040606864,-0.029874755,0.002140978,0.11776961,0.07518257,0.12251694,0.01621557,0.07597176,0.0478447,-0.16597117,-0.10423461,-0.17606215,0.13777952,0.03541194,0.032723285,0.053146657,-0.07965417,0.016105086,0.0390318,-0.16543308,-0.17573568,-0.12098034,-0.20862786,0.07983689,-0.030328736,-0.05713443,0.17939751,-0.026710033,-0.0073560183,-0.03125163,-0.1924233,0.008104998,0.055070974,-0.035619255,-0.081325255,-0.066489145,0.0028081313,0.010636482,0.1574463,0.18794902,0.12474872,0.09880348,0.06867942,0.094144695,0.024572158,-0.063326485,0.031987213,-0.11438604,-0.0148536945,0.10216133,-0.080532104,0.032453746,0.12934716,-0.12818949,0.12809975,0.07250177,0.068015784,-0.03988643,0.13099691,-0.054720804,0.064617,0.0463182,-0.0047804895,-0.17415091,0.1261492,0.13720885,0.013507961,-0.013221634,0.12600574,-0.024714643,0.18677656,0.2934533,-0.040295586,0.12715507,-0.028027298,-0.05674558,-0.083501674,-0.05301626,0.106025495,0.21068983,-0.09166685,-0.07928447,0.011803733
saying,-0.010586815,0.008173775,-0.05088312,-0.014673969,0.0958225,-0.04319503,-0.00058947,0.18779476,0.10026297,0.072945245,-0.07298398,-0.051278565,-4.195052e-05,0.0761164,-0.025678786,-0.12623918,0.04821482,0.072361626,0.101400174,-0.1647325,0.12150861,-0.11613098,-0.046191156,0.07609745,0.005158278,-0.018251723,-0.027241342,-0.002289785,-0.13260028,-0.025605474,0.18510553,-0.0852951,0.10028157,-0.12412568,-0.029692668,0.010120088,0.06647557,0.01401881,0.028799232,-0.08084404,-0.07557867,-0.10423156,-0.059440687,0.051382277,0.072642274,-0.004417898,-0.12215973,-0.04248528,-0.011977655,0.1185915,0.01807565,-0.07283398,-0.07432859,-0.023890076,0.01750376,0.02244906,-0.09280721,-0.18175124,-0.14340998,-0.07200713,-0.100555316,0.04997323,-0.0027180125,-0.027463103,-0.08788439,0.10754536,0.04205415,0.15325986,0.028976299,0.066010356,0.10654194,0.11969179,0.15007548,-0.056948803,0.05492126,-0.0069636046,0.103023015,-0.0040479586,-0.12570608,-0.08732939,-0.24419987,-0.054483544,-0.21080983,0.14845054,-0.09088683,0.025612134,0.12308215,0.12817585,0.09450139,0.091289245,0.044691328,0.17700621,0.30154574,0.19872057,0.24269223,0.1914327,0.018375251,-0.03529479,0.034785606,0.024902837,-0.1025523,0.15771317,0.14034967,-0.037509806,-0.1678193,-0.17873111,0.17216784,0.06015145,-0.10989549,-0.12052588,-0.016126906,-0.12913233,0.034301154,-0.082928166,0.056040805,-0.04980535,0.11172339,-0.26614675,-0.07535628,-0.22505467,-0.012567797,0.10441993,0.024997843,-0.11720858,-0.08312333,0.16845806,0.051240224,-0.096403986,-0.042141147,0.04133412,-0.022090731,0.050675478,0.03295661,-0.11834476,-0.05511471,0.10962841,-0.046218373,-0.051500034,-0.02971773,-0.13563363,0.17823687,-0.15464424,0.023030099,-0.043638002,0.11567993,0.024128277,-0.10350251,0.031753533,-0.038757432,0.03420622,0.041262593,0.07630929,0.036979523,0.08268064,-0.28231838,0.13689849,0.003870202,0.12695359,-0.017673055,0.029898606,0.21940589,0.030079821,-0.10312493,0.024585119,-0.0046309237,0.07463742,0.17583118,-0.0048953113,-0.06773625,0.006000509,-0.02702665,0.10173322,0.070434056,0.011251075,0.11938618,0.1794629,-0.117852844,0.14704977,0.0009814624,0.078490004,-0.05300063,0.11168941,0.031052021,0.041298304,0.007701369,0.09466952,0.10714851,0.087313235,0.21049517,0.036824435,0.23932953,-0.0064193853,-0.09636745,-0.10369374,-0.11228443,0.059735034,0.06859637,-0.13348347,0.09667072,0.013201765
